Index,Description,attacker,data-plane-detection,detail_param,duration,end_time,event_type,example_prefix,hijack_as_percent,level,level_reason,prefix_list,prefix_num,start_time,victim
741,Victim:PT/AS 209874 (TECHTIDE)<br> Attacker:/AS 211522 (),211522,Not done,[object Object],58810970,1761818498130,Possible Hijack,94.249.232.0/24,93.02,low,,94.249.232.0/24,1,1761759687160,209874
742,Victim:US/AS 834 (IPXO)<br> Attacker:DE/AS 215828 (TMW-Global-Networks),215828,No Result,[object Object],2663720,1760298572720,Possible Hijack,178.254.181.0/24,86.42,low,,178.254.181.0/24,1,1760295909000,834
743,Victim:NL/AS 31673 (UNISERVER-AS)<br> Attacker:NL/AS 205185 (DCSPINE),205185,High Possibility,[object Object],966970,1767862268110,Possible Hijack,91.231.6.0/24,8.96,middle,31673 is Cloud|IDC|CDN or top content provider.,91.231.6.0/24,1,1767861301140,31673
744,Victim:ID/AS 50104 (AS-PEDJOEANG-ID)<br> Attacker:/AS 139205 (),139205,Not done,[object Object],539540,1767327062690,Possible Hijack,2a0e:97c0:600::/48,36.67,low,,2a0e:97c0:600::/48;2a14:7584:3002::/48;2a01:e281:b300::/40,3,1767326523150,50104
745,Victim:BR/AS 267959 (Unknown)<br> Attacker:BR/AS 273462 (Unknown),273462,Low Possibility,[object Object],64463630,1760447181040,Possible Hijack,45.166.99.0/24,21.74,middle,267959 is Cloud|IDC|CDN or top content provider.,45.166.99.0/24,1,1760382717410,267959
746,Victim:GB/AS 214238 (iwihost)<br> Attacker:US/AS 5650 (FRONTIER-FRTR),5650,High Possibility,[object Object],7588390,1763723231150,Possible Hijack,23.230.47.0/24,7.35,low,,23.230.47.0/24,1,1763715642760,214238
747,Victim:US/AS 62468 (HKCLOUDX)<br> Attacker:HK/AS 133199 (SONDERCLOUDLIMITED-AS-AP),133199,No Result,[object Object],1540160,1766469830250,Possible Hijack,103.42.182.0/24,76.92,middle,3 websites in the prefix.,103.42.182.0/24,1,1766468290090,62468
748,Victim:GB/AS 214238 (iwihost)<br> Attacker:CY/AS 44559 (ITHOSTLINE),44559,Low Possibility,[object Object],535520,1765560441370,Possible Hijack,138.124.83.0/24,16.44,low,,138.124.83.0/24;138.124.82.0/24;138.124.6.0/24,3,1765559905850,214238
749,Victim:US/AS 393942 (AS393942)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],19344070,1763234616150,Possible Hijack,178.254.168.0/24,92.94,low,,178.254.168.0/24,1,1763215272080,393942
750,Victim:AR/AS 52323 ()<br> Attacker:AR/AS 7049 (),7049,Low Possibility,[object Object],4283142130,1768501019060,Possible Hijack,181.16.141.0/24,21.43,low,,181.16.141.0/24;181.16.141.0/24,2,1764217876930,52323
751,Victim:FR/AS 39899 (Natixis-AS)<br> Attacker:FR/AS 213466 (FR-BPCE),213466,Low Possibility,[object Object],12384320,1765078402750,Possible Hijack,195.170.164.0/24,85.54,middle,2 websites in the prefix.,195.170.164.0/24;185.148.120.0/22;212.92.126.0/24;194.140.225.0/24;185.40.143.0/24;185.40.142.0/24;185.40.141.0/24;212.86.100.0/24;213.159.8.0/24;212.86.100.0/24;212.92.126.0/24;194.140.225.0/24;195.170.164.0/24;213.159.8.0/24;185.148.120.0/22;185.40.141.0/24;185.40.142.0/24;185.40.143.0/24;185.40.143.0/24;185.40.141.0/24;185.40.142.0/24;185.148.120.0/22;195.170.164.0/24;194.140.225.0/24;213.159.8.0/24;212.86.100.0/24;212.92.126.0/24,27,1765066018430,39899
752,Victim:NL/AS 210907 (STEADCLOUD)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],138474710,1767948784280,Possible Hijack,212.116.246.0/24,98.11,low,,212.116.246.0/24,1,1767810309570,210907
753,Victim:NL/AS 215224 (NOVOSERVE-CUSTOMERS-AS)<br> Attacker:US/AS 834 (IPXO),834,Low Possibility,[object Object],113594740,1764322443800,Possible Hijack,141.11.31.0/24,87.5,low,,141.11.31.0/24,1,1764208849060,215224
754,Victim:/AS 205886 ()<br> Attacker:HK/AS 9304 (HUTCHISON-AS-AP),9304,No Result,[object Object],242628830,1761973998500,Possible Hijack,96.62.73.0/24,44.83,low,,96.62.73.0/24;96.62.71.0/24;45.151.141.0/24,3,1761731369670,205886
755,Victim:KI/AS 134783 (ATHKL-AS-AP)<br> Attacker:US/AS 5666 (NET-CPRK),5666,Not done,[object Object],749770,1761020014850,Possible Hijack,202.58.251.0/24,7.79,low,,202.58.251.0/24,1,1761019265080,134783
756,Victim:US/AS 20473 (AS-VULTR)<br> Attacker:US/AS 401152 (ADCIL-ASN-01),401152,High Possibility,[object Object],51571220,1759475848750,Possible Hijack,150.241.121.0/24,89.16,middle,20473 is Cloud|IDC|CDN or top content provider.,150.241.121.0/24,1,1759424277530,20473
757,Victim:US/AS 834 (IPXO)<br> Attacker:US/AS 204957 (GREENFLOID-AS),204957,Not done,[object Object],2567640,1762889333490,Possible Hijack,157.254.248.0/24,28.21,low,,157.254.248.0/24,1,1762886765850,834
758,Victim:US/AS 399353 (NETAFY-INC)<br> Attacker:US/AS 13536 (TVC-AS1),13536,Not Hijacking,[object Object],707156610,1763146239140,Possible Hijack,38.147.215.0/24,92.59,low,,38.147.215.0/24;38.147.216.0/24,2,1762439082530,399353
759,Victim:AE/AS 198247 (AD1)<br> Attacker:HK/AS 17561 (LCS-AS-AP),17561,No Result,[object Object],113501280,1764556081730,Possible Hijack,156.238.84.0/24,57.5,low,,156.238.84.0/24,1,1764442580450,198247
760,Victim:DE/AS 58212 (DATAFOREST)<br> Attacker:US/AS 213124 (zylinktech),213124,Not done,[object Object],18030650,1759425532790,Possible Hijack,2a09:54c1::/32,82.35,middle,58212 is Cloud|IDC|CDN or top content provider.,2a09:54c1::/32,1,1759407502140,58212
761,Victim:US/AS 54801 (ZILLION-NETWORK)<br> Attacker:CZ/AS 30738 (NETART-AS),30738,Low Possibility,[object Object],11961840,1759519629320,Possible Hijack,188.130.230.0/24,93.02,low,,188.130.230.0/24,1,1759507667480,54801
762,Victim:HK/AS 150179 (KTCL-AS-AP)<br> Attacker:GB/AS 209181 (ZENEX5IVE-NL),209181,No Result,[object Object],14328000,1764543374460,Possible Hijack,154.6.174.0/24,87.01,low,,154.6.174.0/24,1,1764529046460,150179
763,Victim:US/AS 834 (IPXO)<br> Attacker:LT/AS 59642 (CHERRYSERVERS2-AS),59642,Not done,[object Object],17348010,1761852198100,Possible Hijack,143.20.102.0/24,97.06,low,,143.20.102.0/24,1,1761834850090,834
764,Victim:AU/AS 8888 (XTOM)<br> Attacker:HK/AS 133752 (LEASEWEB-APAC-HKG-10),133752,High Possibility,[object Object],9571500360,1768572092100,Possible Hijack,45.131.154.0/24,7.04,low,,45.131.154.0/24;45.131.154.0/24;45.131.154.0/24;45.131.154.0/24;45.131.154.0/24;45.131.154.0/24;45.131.154.0/24;45.131.154.0/24,8,1759000591740,8888
765,Victim:DE/AS 31399 (DAIMLER-AS)<br> Attacker:RU/AS 57212 (NEXTCONTACT-AS),57212,No Result,[object Object],201220,1764843210850,Possible Hijack,53.0.0.0/8,7.04,low,,53.0.0.0/8,1,1764843009630,31399
766,Victim:HK/AS 9304 (HUTCHISON-AS-AP)<br> Attacker:US/AS 63199 (CDSC-AS1),63199,No Result,[object Object],93722120,1768827120220,Possible Hijack,82.198.254.0/24,5.38,low,,82.198.254.0/24,1,1768733398100,9304
767,Victim:NL/AS 43350 (NFORCE)<br> Attacker:US/AS 834 (IPXO),834,Not done,[object Object],1285300,1762773813140,Possible Hijack,84.32.83.0/24,92.86,low,,84.32.83.0/24,1,1762772527840,43350
768,Victim:CA/AS 54994 (ML-1432-54994)<br> Attacker:PH/AS 7707 (PHIX-AS-AP),7707,Low Possibility,[object Object],226230,1768207225510,Possible Hijack,163.171.186.0/24,6.45,low,,163.171.186.0/24,1,1768206999280,54994
769,Victim:US/AS 400402 (HOSTING-BOT)<br> Attacker:US/AS 400810 (BREEZETECH),400810,Not done,[object Object],90953280,1765708309960,Possible Hijack,2602:fa8a:1::/48,12.73,low,,2602:fa8a:1::/48;2602:fa8a:1::/48,2,1765617356680,400402
770,Victim:AR/AS 266687 (Unknown)<br> Attacker:AR/AS 272870 (Unknown),272870,Low Possibility,[object Object],724795540,1763152999670,Possible Hijack,38.51.24.0/24,93.33,low,,38.51.24.0/24;38.51.25.0/24;38.51.25.0/24;38.51.24.0/24,4,1762428204130,266687
771,Victim:DE/AS 216260 (TransTelecom)<br> Attacker:/AS 213905 (),213905,Not done,[object Object],165120,1764839830760,Possible Hijack,2a0f:6287:a000::/36,71.43,low,,2a0f:6287:a000::/36,1,1764839665640,216260
772,Victim:ZA/AS 328608 (Africa-on-Cloud-AS)<br> Attacker:DE/AS 198584 (PIO-Hosting),198584,No Result,[object Object],4243811920,1769427383750,Possible Hijack,156.253.238.0/24,8.2,low,,156.253.238.0/24;156.253.238.0/24;156.253.238.0/24;156.253.238.0/24;156.253.238.0/24;156.253.238.0/24;156.253.238.0/24;156.253.238.0/24;156.253.238.0/24,9,1765183571830,328608
773,Victim:GB/AS 42831 (UKSERVERS-AS)<br> Attacker:GB/AS 215071 (SERVERSWITCH),215071,Not done,[object Object],766780,1760858051550,Possible Hijack,81.168.65.0/24,13.4,middle,2 websites in the prefix.,81.168.65.0/24,1,1760857284770,42831
774,Victim:US/AS 400298 (MADCITYSERVERS-LLC)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],2184260,1767028795960,Possible Hijack,216.75.129.0/24,63.44,low,,216.75.129.0/24,1,1767026611700,400298
775,Victim:MX/AS 265592 ()<br> Attacker:MX/AS 265605 (),265605,Low Possibility,[object Object],50722330,1764765611480,Possible Hijack,38.52.198.0/24,89.74,low,,38.52.198.0/24,1,1764714889150,265592
776,Victim:BR/AS 28137 (Unknown)<br> Attacker:BR/AS 52875 (Unknown),52875,Not done,[object Object],18329990,1759871666540,Possible Hijack,2804:458::/32,96.43,low,,2804:458::/32;2804:458::/32,2,1759853336550,28137
777,Victim:HK/AS 17561 (LCS-AS-AP)<br> Attacker:TR/AS 205463 (PEMBEGULISG),205463,No Result,[object Object],294438240,1766266986380,Possible Hijack,45.194.83.0/24,63.64,low,,45.194.83.0/24;45.194.83.0/24;45.194.83.0/24,3,1765972548140,17561
778,Victim:BR/AS 267944 (Unknown)<br> Attacker:BR/AS 269561 (Unknown),269561,No Result,[object Object],264270,1763070614830,Possible Hijack,45.163.239.0/24,93.9,low,,45.163.239.0/24,1,1763070350560,267944
779,Victim:ID/AS 153923 (IDNIC-CEM-AS-ID)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],79351200,1768979502460,Possible Hijack,143.20.23.0/24,87.83,low,,143.20.23.0/24,1,1768900151260,153923
780,Victim:US/AS 22427 (GNET-AS)<br> Attacker:PL/AS 214481 (wczapkowicz-as),214481,Not done,[object Object],32239540,1762642675590,Possible Hijack,82.25.56.0/24,88.57,low,,82.25.56.0/24,1,1762610436050,22427
781,Victim:ES/AS 29119 (SERVIHOSTING-AS)<br> Attacker:US/AS 10753 (LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE),10753,No Result,[object Object],14096680,1764952982650,Possible Hijack,212.86.106.0/24,91.46,low,,212.86.106.0/24,1,1764938885970,29119
782,Victim:/AS 154114 ()<br> Attacker:US/AS 834 (IPXO),834,Low Possibility,[object Object],37762080,1764788782080,Possible Hijack,104.234.14.0/24,89.89,low,,104.234.14.0/24,1,1764751020000,154114
783,Victim:US/AS 14593 (SPACEX-STARLINK)<br> Attacker:ID/AS 45700 (IDNIC-STARLINK-AS-ID),45700,Low Possibility,[object Object],2611574930,1764015450090,Possible Hijack,141.109.84.0/24,9.09,low,,141.109.84.0/24;141.109.83.0/24;135.129.45.0/24;135.129.2.0/24;135.129.43.0/24;135.129.4.0/24;135.129.30.0/24;135.129.33.0/24;135.129.47.0/24;135.129.5.0/24;135.129.29.0/24;137.83.114.0/24;137.83.125.0/24;137.83.126.0/24;144.126.65.0/24;144.126.87.0/24;144.126.67.0/24;144.126.68.0/24;144.126.64.0/24;141.109.77.0/24;141.109.78.0/24;206.224.64.0/20;149.19.108.0/23,23,1761403875160,14593
784,Victim:UZ/AS 49508 (OLIMJONTELECOM-AS)<br> Attacker:UZ/AS 58330 (ALNET-AS),58330,Not Hijacking,[object Object],274270,1761907207460,Possible Hijack,194.213.16.0/24,96.19,low,,194.213.16.0/24,1,1761906933190,49508
785,Victim:ES/AS 59432 (GINERNET)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],7471273650,1766895724360,Possible Hijack,143.20.34.0/24,98.08,middle,2 websites in the prefix.,143.20.34.0/24;103.216.173.0/24;109.122.46.0/24,3,1759424450710,59432
786,Victim:CA/AS 53356 (FREE RANGE CLOUD)<br> Attacker:US/AS 834 (IPXO),834,Not done,[object Object],85296900,1762094637700,Possible Hijack,193.32.205.0/24,65.56,low,,193.32.205.0/24,1,1762009340800,53356
787,Victim:RU/AS 9123 (TimeWeb-AS)<br> Attacker:NL/AS 60781 (LEASEWEB-NL-AMS-01),60781,Not done,[object Object],4374080,1759763101930,Possible Hijack,2a0f:1f80::/29,42.67,middle,9123 is Cloud|IDC|CDN or top content provider.,2a0f:1f80::/29,1,1759758727850,9123
788,Victim:JO/AS 211826 (ISTQSERVERS-AS)<br> Attacker:TR/AS 205733 (AS-HOSTIFOX),205733,Not done,[object Object],10922800,1760996152870,Possible Hijack,95.134.31.0/24,37.5,low,,95.134.31.0/24,1,1760985230070,211826
789,Victim:IL/AS 198949 (Radware)<br> Attacker:CA/AS 3848 (WORLDLINX-2),3848,Low Possibility,[object Object],3481180,1762949801030,Possible Hijack,198.96.185.0/24,76.6,low,,198.96.185.0/24,1,1762946319850,198949
790,Victim:US/AS 395793 (ARISK-COMMUNICATIONS-INC)<br> Attacker:US/AS 3257 (GTT-BACKBONE),3257,Low Possibility,[object Object],38263300,1758941465120,Possible Hijack,156.225.15.0/24,93.98,low,,156.225.15.0/24;154.81.50.0/24,2,1758903201820,395793
791,Victim:HK/AS 136744 (DPTL-AS-AP)<br> Attacker:PT/AS 61290 (EASYSERVERS),61290,Not done,[object Object],79243040,1762171354160,Possible Hijack,161.123.0.0/24,82.22,low,,161.123.0.0/24,1,1762092111120,136744
792,Victim:US/AS 399823 (GGSL)<br> Attacker:US/AS 401152 (ADCIL-ASN-01),401152,Low Possibility,[object Object],430440,1759360232300,Possible Hijack,23.27.4.0/24,90.12,low,,23.27.4.0/24,1,1759359801860,399823
793,Victim:US/AS 206216 (ADVIN-AS)<br> Attacker:US/AS 22295 (ADVIN),22295,Not done,[object Object],170180,1762727237700,Possible Hijack,208.84.103.0/24,7.07,low,,208.84.103.0/24,1,1762727067520,206216
794,Victim:US/AS 50069 (MISAKA-ANYCAST)<br> Attacker:US/AS 8075 (MICROSOFT-CORP-MSN-AS-BLOCK),8075,Not done,[object Object],40284350,1761032932630,Possible Hijack,45.142.245.0/24,78.38,low,,45.142.245.0/24,1,1760992648280,50069
795,Victim:GB/AS 214271 (QTNETWORK)<br> Attacker:US/AS 834 (IPXO),834,Not done,[object Object],58865550,1761638284480,Possible Hijack,209.200.243.0/24,90.7,low,,209.200.243.0/24,1,1761579418930,214271
796,Victim:GB/AS 42831 (UKSERVERS-AS)<br> Attacker:CN/AS 142111 (AIYUN-AS-AP),142111,Low Possibility,[object Object],2940640,1766780885750,Possible Hijack,2.58.86.0/24,5.26,middle,42831 is Cloud|IDC|CDN or top content provider.,2.58.86.0/24,1,1766777945110,42831
797,Victim:TZ/AS 37027 (SIMBANET-AS)<br> Attacker:HK/AS 17561 (LCS-AS-AP),17561,Not done,[object Object],70210220,1761401285510,Possible Hijack,45.194.66.0/24,97.96,low,,45.194.66.0/24,1,1761331075290,37027
798,Victim:GB/AS 207569 (I-SERVERS-NORTH-EU)<br> Attacker:GB/AS 205090 (FIRST-SERVER-EUROPE),205090,Not Hijacking,[object Object],227230,1759418939430,Possible Hijack,89.44.87.0/24,96.39,middle,207569 is Cloud|IDC|CDN or top content provider.,89.44.87.0/24,1,1759418712200,207569
799,Victim:GB/AS 210005 (easysoft)<br> Attacker:GB/AS 41354 (its-tg),41354,No Result,[object Object],209210,1763425779810,Possible Hijack,185.218.143.0/24,42.86,low,,185.218.143.0/24,1,1763425570600,210005
800,Victim:US/AS 174 (COGENT-174)<br> Attacker:CO/AS 273120 (),273120,No Result,[object Object],146140,1765038287520,Possible Hijack,38.188.178.0/24,13.04,low,,38.188.178.0/24,1,1765038141380,174
801,Victim:/AS 54339 ()<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],48940520,1766239271090,Possible Hijack,194.124.234.0/24,97.09,low,,194.124.234.0/24,1,1766190330570,54339
802,Victim:US/AS 15083 (INFOLINK-MIA-US)<br> Attacker:US/AS 6428 (CDM),6428,High Possibility,[object Object],3943040,1767648109040,Possible Hijack,64.39.234.0/24,56.34,middle,15083 is Cloud|IDC|CDN or top content provider.,64.39.234.0/24,1,1767644166000,15083
803,Victim:TR/AS 210538 (KEYUBU)<br> Attacker:US/AS 834 (IPXO),834,High Possibility,[object Object],14756350,1759323258310,Possible Hijack,89.213.56.0/24,85.87,low,,89.213.56.0/24;89.213.248.0/24,2,1759308501960,210538
804,Victim:FR/AS 16276 (OVH)<br> Attacker:CH/AS 208316 (elca-as),208316,Not done,[object Object],1206240,1761227824130,Possible Hijack,195.20.146.0/24,34.48,middle,16276 is Cloud|IDC|CDN or top content provider.,195.20.146.0/24,1,1761226617890,16276
805,Victim:US/AS 834 (IPXO)<br> Attacker:LT/AS 212335 (Internet-2),212335,Not done,[object Object],9869430,1762173756600,Possible Hijack,89.213.178.0/24,66.67,low,,89.213.178.0/24,1,1762163887170,834
806,Victim:GB/AS 205544 (LEASEWEB-UK-LON-11)<br> Attacker:MD/AS 49443 (SISTEME),49443,Not done,[object Object],8494290,1759243141370,Possible Hijack,2a12:5e00::/29,84.51,middle,205544 is Cloud|IDC|CDN or top content provider.,2a12:5e00::/29,1,1759234647080,205544
807,Victim:US/AS 834 (IPXO)<br> Attacker:ES/AS 59432 (GINERNET),59432,No Result,[object Object],11863770,1759476148060,Possible Hijack,103.216.173.0/24,21.33,low,,103.216.173.0/24,1,1759464284290,834
808,Victim:BR/AS 265080 ()<br> Attacker:BR/AS 7162 (),7162,Low Possibility,[object Object],963980,1764169420930,Possible Hijack,170.233.120.0/24,21.92,low,,170.233.120.0/24,1,1764168456950,265080
809,Victim:DE/AS 198584 (PIO-Hosting)<br> Attacker:HK/AS 17561 (LCS-AS-AP),17561,No Result,[object Object],1441480,1765178135660,Possible Hijack,156.253.238.0/24,91.3,low,,156.253.238.0/24,1,1765176694180,198584
810,Victim:BR/AS 272568 (Unknown)<br> Attacker:BR/AS 273351 (Unknown),273351,Not done,[object Object],75390160,1761236765620,Possible Hijack,2804:8544::/32,84.29,low,,2804:8544::/32;2804:8544::/32,2,1761161375460,272568
811,Victim:GB/AS 215269 (LAZYCLOUD)<br> Attacker:US/AS 834 (IPXO),834,Low Possibility,[object Object],1461480,1760657783880,Possible Hijack,74.81.64.0/24,94.81,low,,74.81.64.0/24,1,1760656322400,215269
812,Victim:US/AS 54252 (SP-NYJ)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],8937390,1765815087730,Possible Hijack,91.109.45.0/24,98.94,middle,54252 is Cloud|IDC|CDN or top content provider.,91.109.45.0/24;91.109.44.0/24,2,1765806150340,54252
813,Victim:IN/AS 213186 (AYSTOR)<br> Attacker:US/AS 834 (IPXO),834,Low Possibility,[object Object],125225920,1765806473680,Possible Hijack,98.142.247.0/24,78.82,middle,213186 is Cloud|IDC|CDN or top content provider.,98.142.247.0/24,1,1765681247760,213186
814,Victim:ID/AS 135444 (IDNIC-IKUBARU-AS-ID)<br> Attacker:US/AS 834 (IPXO),834,High Possibility,[object Object],13295880,1760388149610,Possible Hijack,92.62.241.0/24,87.5,low,,92.62.241.0/24,1,1760374853730,135444
815,Victim:/AS 205886 ()<br> Attacker:US/AS 23470 (RELIABLESITE),23470,High Possibility,[object Object],1256290,1764492009500,Possible Hijack,66.205.246.0/24,87.18,low,,66.205.246.0/24,1,1764490753210,205886
816,Victim:US/AS 393385 (NVI-SHARED)<br> Attacker:US/AS 54615 (ACLENS-PROD),54615,Low Possibility,[object Object],10188343320,1769410947740,Possible Hijack,199.242.144.0/24,7.25,low,,199.242.144.0/24;199.242.144.0/24;199.242.144.0/24;199.242.144.0/24;199.242.144.0/24;199.242.144.0/24;199.242.144.0/24;199.242.144.0/24;199.242.144.0/24,9,1759222604420,393385
817,Victim:US/AS 834 (IPXO)<br> Attacker:US/AS 21859 (ZEN-ECN),21859,High Possibility,[object Object],1724363360,1763972701560,Possible Hijack,82.139.209.0/24,5.38,low,,82.139.209.0/24;82.139.209.0/24;82.139.209.0/24;82.139.209.0/24,4,1762248338200,834
818,Victim:BR/AS 271549 ()<br> Attacker:BR/AS 262673 (),262673,Not done,[object Object],2490983790,1768975726550,Possible Hijack,2804:7d40:c000::/34,32.86,low,,2804:7d40:c000::/34;2804:7d40:c000::/34;2804:7d40:c000::/34,3,1766484742760,271549
819,Victim:GB/AS 214432 (ZLIDC)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],6530310,1763802049770,Possible Hijack,5.102.38.0/24,92.86,low,,5.102.38.0/24,1,1763795519460,214432
820,Victim:BR/AS 267982 (Unknown)<br> Attacker:BR/AS 270930 (Unknown),270930,Low Possibility,[object Object],45407220,1759243097320,Possible Hijack,45.167.28.0/22,50.56,middle,1 websites in the prefix.,45.167.28.0/22,1,1759197690100,267982
821,Victim:IL/AS 35758 (HQSERV_NETWORKS)<br> Attacker:IL/AS 206446 (CLOUDLEASE),206446,High Possibility,[object Object],12724270,1765916740570,Possible Hijack,182.54.236.0/24,47.22,high,11 websites in the prefix.,182.54.236.0/24;182.54.236.0/24,2,1765904016300,35758
822,Victim:US/AS 62943 (AS62943-BLUEBIRD-NETWORK)<br> Attacker:US/AS 399002 (NOVA1NET),399002,Low Possibility,[object Object],1115874890,1762855578410,Possible Hijack,205.164.103.0/24,92.42,low,,205.164.103.0/24;205.164.102.0/24;205.164.102.0/24;205.164.103.0/24;205.164.102.0/24;205.164.103.0/24,6,1761739703520,62943
823,Victim:TR/AS 61084 (SiberDC)<br> Attacker:TR/AS 205733 (AS-HOSTIFOX),205733,Low Possibility,[object Object],660660,1759578113210,Possible Hijack,194.146.26.0/24,9.21,high,9 websites in the prefix.,194.146.26.0/24;5.181.183.0/24;45.150.149.0/24;31.59.131.0/24;93.113.57.0/24;212.16.94.0/24;212.16.87.0/24;94.177.147.0/24;212.192.252.0/24;212.38.88.0/24;193.25.218.0/24;188.191.107.0/24;86.105.4.0/24;93.123.24.0/24;5.63.21.0/24;185.23.17.0/24;45.195.75.0/24;45.43.143.0/24;217.60.254.0/24;45.94.169.0/24;104.238.21.0/24;104.238.23.0/24;156.243.157.0/24,23,1759577452550,61084
824,Victim:KW/AS 25122 (Gulfsat_Communications-AS)<br> Attacker:SG/AS 139341 (ACE-AS-AP),139341,No Result,[object Object],10589460,1759240096620,Possible Hijack,194.126.37.0/24,67.86,low,,194.126.37.0/24,1,1759229507160,25122
825,Victim:ID/AS 212001 (RIPE-MFR-AS-ID)<br> Attacker:US/AS 834 (IPXO),834,No Result,[object Object],141880870,1763532743790,Possible Hijack,143.20.132.0/24,91.4,middle,212001 is Cloud|IDC|CDN or top content provider.,143.20.132.0/24,1,1763390862920,212001
